"EDR092812","Textus secundum (1)<br>in minuti caratteri (1)"
"EDR127151","Textus et mensurae secundum (2); periit (3). Contulerunt H. Sypniewski et R. Benefiel a. 2019 (AGP) et tectorio corroso non invenerunt.<br>v.1: MO(DESTI)(?)	<br>In eadem columna EDR127428 (stria 4), EDR129116, EDR129117, EDR127145, EDR127242 (stria 5);  EDR128118, EDR127155 (stria 6); EDR127237 (stria 12); EDR127414, EDR159691 (stria 15); EDR127149 (stria 15-18)<br>"
"EDR127212","Textus et mensurae secundum (2), periit (3). Contulerunt et lapsu tectorii non invenerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: II pro littera E scriptum<br>In eadem columna EDR167553 (stria 15)"
"EDR127242","Textus secundum (2); mensura altitudinis secundum (1), aliae mensurae secundum (2). Periit (4). Contulerunt H. Sypniewski et R. Benefiel a. 2019 (AGP) et tectorio corroso non invenerunt.<br>Salutatio a Lucilio Lucidae in EDR127155, EDR128048, et EDR168024 invenitur.<br>In campo ad amphitheatrum nomen Lucilius etiam ter invenitur: EDR128047, EDR128053, EDR168029<br>In eadem stria EDR129117, EDR127145, EDR127242<br>In eadem columna EDR127428 (stria 4); EDR128118, EDR127155 (stria 6); EDR127151 (stria 7); EDR127237 (stria 12); EDR127414, EDR159691 (stria 15); EDR127149 (stria 15-18)"
"EDR127430","Textus secundum (2), mensurae secundum (4). Contulerunt Benefiel et Sypniewski (AGP) a. 2019.	<br>In eadem columna EDR127573 (stria 5), EDR128050 (stria 12)"
"EDR127572","Textus et mensurae secundum (2). Contulerunt H. Sypniewski et R. Benefiel a. 2019 (AGP) et non invenerunt. Tectorio nunc abraso, periit (3). <br>v. 1: QVIC(V)MQ(VE) (1)<br>In eadem columna et prope EDR128053, EDR127366 (stria 12); EDR167647 (stria 13); EDR128052 (stria 14)"
"EDR127574","Textus et mensurae secundum (2). Contulerunt Benefiel et Sypniewski (AGP); tectorio corroso, tantum vestigia nunc extant a. 2019.<br>v. 1: Lepidi vel L(uci) Epidi? (2)<br>Supra EDR127575<br>Prope EDR128049 (striae 4-5); EDR127576 (striae 7-8)<br>In eadem columna EDR127577 (stria 10)"
"EDR127576","Textus secundum (1), mensurae secundum (2). Contulerunt Benefiel et Sypniewski et non invenerunt a. 2019 (AGP).	<br>v. 1: Magistri (1), nagistri (2); fortasse quoddam damnum occurrit interim <br>v. 1: intellige (collegii iuvenum) (2)<br>Verbum MAGISTER etiam in campo ad amphitheatrum invenitur EDR167392 et EDR167399 (col. LXXXI)<br>Prope EDR128049 (striae 4-5); EDR127574, EDR127575 (stria 6)<br>In eadem columna EDR127577 (stria 10)"
"EDR128046","Textus et mensurae secundum (2). Contulerunt et non invenerunt Benefiel, Zimmermann Damer, et Sypniewski (AGP) a. 2019.<br>Locus inventionis, stria 15, secundum (3), ex schedis Della Corte apud Getty; aliter, striae 14-15 (1)(2). <br>v. 1: COLLATIVS (1), COLIATIVS pro Col[l]atius (2)<br>Prope EDR128051 (COLA), qui a. 2019 visus est."
"EDR128047","Textus et mensurae secundum (2). Contulerunt et non invenerunt Benefiel, Zimmermann Damer, et Sypniewski (AGP) a. 2019.<br>Locus inventionis secundum (1); aliter, in striis 14-15 (2).<br><br>In campo ad amphitheatrum nomen Lucilius etiam ter invenitur: EDR128047, EDR128053, EDR168029<br>Salutatio a Lucilio Lucidae in EDR127242, EDR127155, EDR128048, et EDR168024 invenitur.<br>Prope EDR128048 (stria 15), EDR167649 (stria 16)<br>"
"EDR128114","Textus secundum (2). Periit (3). Contulerunt et tectorio nunc abraso non invenerunt Sypniewski et Benefiel (AGP) a. 2019.	<br>stria 14: OCEA(NVS) (1); OCEA(NO SALVTEM) (2)<br>stria 16: OC[E]A(NVS) (1); OCEA(N)O, 'cuius in extrema O parvus nexus pro SAL(VTEM) est positus (?)' (2)<br>Oceanus notissimus gladiator Pompeiis qui in multis titulis graphio inscriptis frequenter cum imaginibus invenitur.  Pompeiis vide CIL 04, 1422, 1474, add. 463, CIL 04, 6624, 8055, 10180. Herculanei vide EDR140173 et EDR140206 (4)<br>Mensurae titulorum secundum (2)<br>stria 14: lat.: 2,0; litt. alt.: 0,4-0,9<br>stria 16: lat.: 2,4; litt. alt.: 0,4-0,5<br>In eadem columna EDR127801, EDR127806, EDR127808 (stria 12); EDR127790 (stria 13-14); EDR167499 (stria 15); EDR127368 (stria 16)"
"EDR127149","Textus et mensurae secundum (2), periit (3). Contulerunt H. Sypniewski et R. Benefiel a. 2019 (AGP) et propter tectorii lapsum non invenerunt. <br>v. 1: SVMMACHVS pro SYMMACHVS<br>Titulus in quattuor striis scriptus est: SV (stria 15), MM (stria 16), ACH (stria 17), VS (stria 18)	<br>In eadem columna EDR127428 (stria 4), EDR129116, EDR129117, EDR127145, EDR127242 (stria 5);  EDR128118, EDR127155 (stria 6); EDR127151 (stria 7); EDR127237 (stria 12); EDR127414, EDR159691 (stria 15)<br>"
"EDR127404","Textus secundum (1)(2), mensurae secundum (4). Contulerunt et Sypniewski et Benefiel (AGP) a. 2019.<br>In eadem columna EDR128292 (stria 5)."
"EDR127415","Textus secundum (2), mensurae infra secundum (3).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019. <br>Mensurae<br>stria 8: alt.: 8,1; lat.: 5,5<br>stria 11, vv. 1-2: alt.: 3,8; lat.: 1,4<br>stria 11, v. 1: alt.: 1,5 ; lat.: 0,9<br>stria 11, v. 2: alt.: 2,0 ; lat.: 0,9<br><br>Duae litterae G, similes formae et eadem altitudine, in stria 13 (pars EDR128774) videntur.<br>In eadem columna EDR128774 (stria 13), EDR128775 (stria 16)"
"EDR127418","Textus et mensurae secundum (4). Contulerunt Zimmermann Damer et Benefiel (AGP) a. 2019.<br>v. 1: Qu(adratus) Quad(ratus) (2)<br>Mensurae (stria 10), alt.: 10cm, lat.: 4.5cm; (striae 12-13) alt.: 8.8cm, lat.: 12.1cm<br>In eadem columna EDR127411 (stria 7), EDR127413 (stria 8), EDR127419 (stria 17)"
"EDR127848","Textus et mensurae secundum (2), periit (3).<br>Contulerunt et non invenerunt Sypniewski et Benefiel a. 2019 (AGP). Omne tectorium huius columnae (et quod in columnis XVI-XXI a. 1939 exstabat) nunc caret.<br>Supra EDR127850 (Fautio (:Faustio?)), alia manu scriptus (2).<br>In eadem columna EDR127427, EDR127192, EDR127843, EDR127850, EDR127979, EDR167585"
"EDR127850","Textus secundum (2) periit (3).<br>Contulerunt et non invenerunt Sypniewski et Benefiel a. 2019 (AGP). Omne tectorium huius columnae (et quod in columnis XVI-XXI a. 1939 exstabat) nunc caret.<br>Infra EDR127848 (Fel(iciter) Faustio), alia manu scriptus (2).<br>In eadem columna EDR127427, EDR127192, EDR127843, EDR127848, EDR127979, EDR167585"
"EDR128048","Textus et mensurae secundum (2).  Contulerunt et non invenerunt Benefiel, Zimmermann Damer, et Sypniewski (AGP) a. 2019.<br>Locus inventionis secundum (1); aliter, in striis 14-15 (2).<br><br>Salutatio a Lucilio Lucidae in EDR127242, EDR127155, EDR128048, et EDR168024 invenitur.<br>In campo ad amphitheatrum nomen Lucilius etiam ter invenitur: EDR128047, EDR128053, EDR168029<br>Prope EDR128047 (stria 14) et EDR167649 (stria 16)"
"EDR128050","Textus secundum (1), mensurae secundum (4). Contulerunt Benefiel et Sypniewski (AGP); vestigia in tectorio abraso adhuc extant a. 2019.<br>v. 1: IC pro HIC sine aspiratione in aliis titulis Pompeianis invenitur, e.g. EDR127399 (col. 70, etiam in Campo).<br>v. 1: ABITAMUS pro HABITAMUS sine aspiratione.<br>Vide etiam CIL 04, 01321 (P. Comicius Restitutus cum fratre / ic stetit), 00538 (abeat), 02013 (abeto).<br>Idem verbum sine aspiratione (IC pro HIC) etiam in titulis in marmore aut in lapide videntur, e.g.  EDR026268 (Rufus ic situs).<br>In eadem columna EDR127573 (stria 5), EDR127430 (stria 15)<br>"
"EDR128279","Textus et mensurae secundum (4). Contulerunt Sypniewski et Benefiel (AGP); litterae in tectorio corroso adhuc a. 2019 extant. <br>v. 1: Liga(ria) (1), Liciniu[s] (2), Liciu(s), nisi Lici&#770;n(ius) (3) <br>III ad dextram LICA sed altera manu scriptae sunt et non tam penitus.<br>Tridens(?), extendens sursum a littera A, omittitur (1)-(3)<br>LICARIA invenitur in columna 70 in campo ad amphitheatrum (EDR128276)<br>In eadem columna EDR127152 (stria 3-4), EDR128055 (stria 15)"
"EDR127213","Textus secundum (3), mensurae secundum (8). Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>Locus inventionis in stria 16 secundum (5) (8), aliter [in stria 17] (1) (3).<br>Titulus trans striam et fasciolam dexteram scriptus est.<br>v. 4: i(u)venalium scil. Ludorum. Dies ist die einzige Inschrift in Pompeji, von der mit Sicherheit auf eine Jugendorganisation geschlossen werden kann. (7)<br>In eadem columna EDR128563 (stria 14), EDR128746 (stria 15), EDR127842 et EDR173899  (stria 17)"
"EDR127425","Textus secundum (1)-(2).  Contulerunt et non invenerunt Sypniewski et Benefiel (AGP) a. 2019.   Tectorio nunc abraso, periit (3).<br>Nomen Cinnamus rarum est, sed C. Sulpicius Cinnamus in tabulis Pompeianis Sulpiciorum notissimus est (cf., e.g., EDR023018, EDR074973, EDR075462, EDR075647.) <br>v. 1: ad perpendiculum (hic, deorsum), in fasciola inter strias 18 et 19 scriptus est. <br>In eadem columna EDR128759 (striae ignotae), EDR127080 (stria 6)"
"EDR127231","Textus secundus (2), mensura altitudinis secundum (1), aliae mensurae secundum (2). Periit (3). Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et lapsu tectorii non invenerunt.<br>v. 1: INOP(S) vel INOP(VS) (2); aliter, INO(PUS) in schedis Marichalis apud (3)<br><br>Infra EDR127140 et supra EDR127233, EDR127234<br>Permulti tituli in eadem columna inveniuntur: EDR127816, EDR127817, EDR127818 (stria 5); EDR127819 (stria 6); EDR127820 (stria 6-10); EDR127821 (stria 6-7), EDR127822 (stria 7); EDR127823,  EDR073638 (stria 10);  EDR167589 (stria 13); EDR127826, EDR127827 (stria 14); EDR167628 (stria 16-17)"
"EDR127233","Textus secundum (2). Mensura altitudinis secundum (1), aliae mensurae secundum (2). Periit (6). Contulerunt Sypniewski et Benefiel (AGP) a. 2019. Lapsu tectorii non invenitur.<br>v. 1-2: initium versus Verg. Ecl. 2.21 (mille meae Siculis errant in montibus agnae)<br>De eodem carmine Pompeiis, vide EDR160232<br>Infra EDR127140, EDR127231. Hic titulus in eodem loco ut EDR127234 scriptus est, qui ad perpendiculum scriptus erat.<br>Permulti tituli in eadem columna inveniuntur: EDR127816, EDR127817, EDR127818 (stria 5); EDR127819 (stria 6); EDR127820 (stria 6-10); EDR127821 (stria 6-7), EDR127822 (stria 7); EDR127823,  EDR073638 (stria 10);  EDR167589 (stria 13); EDR127826, EDR127827 (stria 14); EDR167628 (stria 16-17)<br>"
"EDR127237","Textus et mensura secundum (2), periit (3).  Contulerunt H. Sypniewski et R. Benefiel a. 2019 (AGP) et propter lapsum tectorii non invenitur. <br>Titulus descriptus sic: bustino di adolescente a sinistra di una certa efficacia (1); adolescents herma ad sin. conversus (2).<br>In eadem columna EDR127428 (stria 4), EDR129116, EDR129117, EDR127145, EDR127242 (stria 5);  EDR128118, EDR127155 (stria 6); EDR127151 (stria 7); EDR127414, EDR159691 (stria 15); EDR127149 (stria 15-18)"
"EDR127368","Textus et mensurae pro palma et v. 2 secundum (8). Periit (7), sed contulerunt Sypniewski et Benefiel (AGP) a. 2019.  Litterae adhuc videntur sed tantum vestigia imaginum in tectorio corroso extant.  <br>Mensurae pro palma: alt.: 2,4; lat.: 0,8.<br>v. 1: Corona supra C de v. 2 delineatur.  Palma supra et per O de v. 2 delineatur.<br>v. 2: CHLOE (1)-(6), sed VA plane videtur (7)-(8).<br>v. 2: VA in fasciola dextra scripta est (8)<br>Nomen Chloe sexies in campo ad amphitheatrum invenitur: col. XXXI (EDR127423), col. LXI (EDR127817), col. LXII in tribus striis contiguis (4-6) et in eadem altitudine (EDR127428, EDR128116, EDR128118), et col. LXIII (hic titulus).<br>Chloe erat actor (3),(5) aut meretrix (4),(6). <br>Chloe cum Actio Aniceto (alibi dominus scaenicorum appellatur) in Regio VII.6.35 (CIL 04, 01646, et add. p. 210) nominatur (3). <br>Prope EDR167499 (stria 15)<br>In eadem columna EDR127801, EDR127806, EDR127808 (stria 12); EDR127790 (stria 13-14); EDR128114 (striae 14, 16)"
"EDR127399","Textus secundum (2), mensurae secundum (4). Periit (3), sed contulerunt Sypniewski et Benefiel (AGP) et vestigia adhuc a. 2019 extant. <br><br>Titulus trans duas strias et fasciolam scriptus est.  Maxima pars in stria 15 scripta est, praeter v. 3 cuius V in fasciola ad dext. et S in stria 16 est. <br>v. 1: IC pro HIC sine aspiratione in aliis titulis Pompeianis invenitur, vide CIL 04, 01321 (P. Comicius Restitutus cum fratre / ic stetit), 00538 (abeat), 02013 (abeto).<br>v. 3: VALIAMVS pro VALEAMUS.  <br>v. 4: II pro littera E scriptum.<br>Prope EDR128276 (stria 13); EDR128277, EDR128278 (stria 14)<br>In eadem columna EDR127147 (stria 4), EDR128084 (striae 5-6); EDR167646 (stria 11)"
"EDR127573","Textus secundum (1); mensurae secundum (3). Contulerunt Benefiel et Sypniewski (AGP); vestigia in tectorio abraso adhuc extant a. 2019.<br>In campo ad amphitheatrum nomen Leon quinquies invenitur, hic et quater in columna proxima, col. XXVI in striae 4-5 (EDR128049).<br>In eadem columna EDR128050 (stria 12), EDR127430 (stria 15)"
"EDR127578","Textus secundum (2), mensurae secundum (4). Contulerunt Benefiel et Sypniewski (AGP) a. 2019.<br>v. 1: litterae TIRONI adhuc videntur a. 2019. (4)<br>Octo tituli in campo ad amphitheatrum hoc signum (centurio?) mostrant, EDR127297 (col. XIV), EDR127160 (col. XXIX), EDR127807 (col. XXXIV), EDR128067 (col. LXVIII), EDR128082 (col. LXIX), EDR127579 et EDR127578 (col. LXXIII), EDR167976 (col. LXXXV)<br>Hic titulus in stria 14 prope et paene eadem altitudine ut ((centuria)) SEMPRONI in striis 9-10 (EDR127579) scriptus est.<br>In eadem columna EDR128056 (stria 8)."
"EDR127806","Textus et mensurae secundum (2), periit (3). Contulerunt Sypniewski et Benefiel (AGP); vestigia in tectorio corroso adhuc a. 2019 extant, sed littera V sola nunc videtur.  <br>v. 1: aut VAL(e?) quia nomen (T IRRIV, EDR127808) prope scariphatum est (4)<br>v. 1: tantum VA videtur in apographo apud (3).<br>Infra EDR127801 et supra EDR127808.<br>In eadem columna EDR127790 (stria 13-14); EDR128114 (striae 14, 16); EDR167499 (stria 15); EDR127368 (stria 16)."
"EDR127808","Textus secundum (3), mensurae ex apographo apud (2).  Periit (3). Contulerunt et tectorio nunc valde abraso non invenerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: lectio dubia est (1)<br>v. 1: T(itus) Irriu(s) - 'la lezione... é incerta,' (1), T(itus) Irrius(?) (2), T&#803;(itus) I&#803;r&#803;r&#803;i&#803;u&#803;s&#803; (3)<br>Infra EDR127801 (APTVS), EDR127808 (VAL(ENS?))<br>In eadem columna EDR127790 (stria 13-14); EDR128114 (striae 14, 16); EDR167499 (stria 15); EDR127368 (stria 16)"
"EDR128116","Textus secundum (2); periit (7). Contulerunt Sypniewski et Benefiel (AGP) a. 2019; vestigia in tectorio corroso adhuc a. 2019 extant.<br>v. 1: litterae incertae (2); non videntur in schedis Marichal apud (7)<br>v. 1: incrociano altri segni più deboli che nell'intenzione di uno scriptor meno esperto volevano ancora una volta ripetere lo stesso testo (1).<br>Nomen Chloe sexies in campo ad amphitheatrum invenitur: col. XXXI (EDR127423), col. LXI (EDR127817), col. LXII in tribus striis contiguis (4-6) et in eadem altitudine (EDR127428, hic titulus, EDR128118), col. LXIII (EDR127368).  <br>Chloe erat actor (3),(5) aut meretrix (4),(6). <br>Chloe cum Actio Aniceto (alibi dominus scaenicorum appellatur) in Regio VII.6.35 (CIL 04, 01646, et add. p. 210) nominatur (3). <br>In eadem stria EDR129117, EDR127145, EDR127242<br>In eadem columna EDR127428 (stria 4); EDR128118, EDR127155 (stria 6); EDR127151 (stria 7); EDR127237 (stria 12); EDR127414, EDR159691 (stria 15); EDR127149 (stria 15-18)"
"EDR127192","Textus et mensura secundum (2), periit (3)<br>Contulerunt et non invenerunt Sypniewski et Benefiel (AGP) a. 2019. Omne tectorium columnae (et quod in columnis XVI-XXI a. 1939 exstabat) nunc caret.<br><br>v. 2: PED(es)? (1)(2); II pro littera E scriptum<br>In eadem columna EDR127427, EDR127843, EDR127848, EDR127850, EDR127979, EDR167585"
"EDR127298","Textus  secundum (1) et mensurae secundum (3). Contulerunt Zimmermann Damer et Benefiel (AGP) a. 2019.<br>vv.1-3 adhuc legi possunt, v. 4 tantum vestigia remanent, et v. 5 tectorio corroso, non legi potest (3).<br>v.1: /\ (1), A. vel P. (2), A(ulus) (3)<br>vv.1-3: POS/STV/MI pro Postumi<br>vv.4-5: QUI/ETI (1), QUI/CTI pro Quie&#803;ti vel Qui(n)cti? (2)<br>In eadem columna EDR128014 (stria 8), EDR128294 (stria 15), EDR127299 (striae 12-16)"
"EDR127577","Textus et mensurae secundum (2). Contulerunt Benefiel et Sypniewski (AGP), tantum vestigia extant a. 2019.<br>v. 1: Postu(mi) vel Postu(mius)? (4)<br>Nomen POSTVMIVS quinquies in campo ad amphitheatrum invenitur ad EDR127298 (col. XXVII), EDR168020 (col. LXXXVIII), EDR167701 (col. XCIV), EDR167507 (col. CXVII) et hic.<br>In eadem columna EDR128049 (striae 4-5); EDR127574, EDR127575 (stria 6), EDR127576 (striae 7-8)"
"EDR127579","Textus et mensurae secundum (2). Contulerunt Benefiel et Sypniewski (AGP) a. 2019.<br>In duabus striis sed non fasciola interveniente scriptus est.<br><br>Idem titulus ((centuria)) Semproni in columna LXXXV invenitur (EDR167976)<br>Octo tituli in campo ad amphitheatrum hoc signum (centurio?) mostrant, EDR127297 (col. XIV), EDR127160 (col. XXIX), EDR127807 (col. XXXIV), EDR128067 (col. LXVIII), EDR128082 (col. LXIX), EDR127579 et EDR127578 (col. LXXIII), EDR167976 (col. LXXXV)<br>Hic titulus in striis 9-10 prope et paene eadem altitudine ut ((centuria)) TIRONIS in stria 14 (EDR127578) scriptus est.<br>In eadem columna EDR128056 (stria 8), EDR127578 (stria 14)"
"EDR127969","Textus secundum (1)<br>Quive? <br>v.1: QUI VE(nit?). (1). Nihil periit. (1)"
"EDR128013","Textus et mensurae secundum (2). Contulerunt E. Zimmermann Damer et R. Benefiel a. 2019 (AGP).<br>Supra EDR128062 (URBANUS / H(I)C LUS(IT) VI IDUS / DECEM(B)RIAS)<br>In eadem columna EDR128057, EDR127157, EDR128058, EDR128062"
"EDR128014","Textus et mensurae secundum (1), contulerunt Zimmermann Damer et Benefiel (AGP) a. 2019.<br>v. 1: VR est Ur(banus?) (2)<br>Nomen Urbanus alibi in Campo notum est, in columna XXIV (EDR128013 et EDR128062: VRBANVS H(I)C LVSIT...). Fortasse initium eiusdem nominis VRB etiam in columna XXIX (EDR127410) videtur.<br><br>Tituli in eadem columna EDR127298 (stria 5), EDR128294 (stria 15), EDR127299 (stria 12-16)"
"EDR128049","Textus secundum (3); mensurae infra secundum (3). Contulerunt Benefiel et Sypniewski (AGP); vestigia verborum in stria 4 adhuc extant a. 2019.<br>Mensurae verborum in stria 4: Alt: 5,0; Lat: 5,0; Litt. alt: 0,3-3,1 cm<br>Ttituli in stria 4 videntur, titulus in stria 5 evanitus est a. 2019.<br>vv. 1-4: nomina eduntur sine mentione, in utra stria aut 4 aut 5 scripta sint, apud (2)<br>v. 3, stria 4: L LEON (1), LEON (2)-(3)<br>In campo ad amphitheatrum nomen Leon quinquies invenitur, hic et in columna proxima, col. XXV in stria 5 (EDR127573).<br>Prope EDR127574, EDR127575 (stria 6) <br>In eadem columna EDR127576 (striae 7-8), EDR127577 (stria 10)"
"EDR128052","Textus secundum (2), aliter (1). Contulerunt Sypniewski et Benefiel (AGP); vestigia in tectorio corroso adhuc a. 2019 extant. <br>Mensurae alt. et lat. secundum (3); litt. alt. secundum (2).<br>v. 1: Q(VINTVS) CAECILIVS (1)<br>Tantum initium et finis cuiusque versus adhuc a. 2019 extant (3).<br>In eadem columna et prope EDR128053, EDR127366 (stria 12); EDR167647 (stria 13); EDR127572 (stria 15)"
"EDR128056","Textus et mensurae secundum (2). Contulerunt et, tectorio nunc abraso, non invenerunt Benefiel et Sypniewski (AGP) a. 2019.<br>Nomen PRIMUS in campo ad amphitheatrum in columna XXXV invenitur (EDR127809) <br>In eadem columna EDR127579 (stria 9-10), EDR127578 (stria 14)"
"EDR128057","Textus et mensurae secundum (2); periit (3). Contulerunt et non invenerunt E. Zimmermann Damer et R. Benefiel a. 2019 (AGP).<br>vv.1-3: Mat/r(o)n/a(?), va(le) (2)<br>In eadem columna EDR127157, EDR128058, EDR128013, EDR128062"
